TrtID,TrtDesc,PrimingWP,PrimingTemp,PrimingDuration,GermWP,GermTemp,CumTime,CumPercent,CumFraction
20,Primed,-0.91,12.5,120,0,20,118.8,100,1
20,Primed,-0.91,12.5,120,0,20,166.1,100,1
21,Primed,-0.91,12.5,148,0,20,0,0,0
21,Primed,-0.91,12.5,148,0,20,23.8,0,0
21,Primed,-0.91,12.5,148,0,20,46,0,0
21,Primed,-0.91,12.5,148,0,20,69.7,86,0.86
21,Primed,-0.91,12.5,148,0,20,94.5,98,0.98
21,Primed,-0.91,12.5,148,0,20,118.8,99,0.99
21,Primed,-0.91,12.5,148,0,20,166.1,100,1
22,Primed,-0.91,15,24,0,20,0,0,0
22,Primed,-0.91,15,24,0,20,23.8,0,0
22,Primed,-0.91,15,24,0,20,46,0,0
22,Primed,-0.91,15,24,0,20,69.7,41,0.41
22,Primed,-0.91,15,24,0,20,94.5,97,0.97
22,Primed,-0.91,15,24,0,20,118.8,99,0.99
22,Primed,-0.91,15,24,0,20,166.1,99,0.99
23,Primed,-0.91,15,72,0,20,0,0,0
23,Primed,-0.91,15,72,0,20,23.8,0,0
23,Primed,-0.91,15,72,0,20,46,17,0.17
23,Primed,-0.91,15,72,0,20,69.7,100,1
23,Primed,-0.91,15,72,0,20,94.5,100,1
23,Primed,-0.91,15,72,0,20,118.8,100,1
23,Primed,-0.91,15,72,0,20,166.1,100,1
24,Primed,-0.91,15,120,0,20,0,0,0
24,Primed,-0.91,15,120,0,20,23.8,0,0
24,Primed,-0.91,15,120,0,20,46,58,0.58
24,Primed,-0.91,15,120,0,20,69.7,97,0.97
24,Primed,-0.91,15,120,0,20,94.5,99,0.99
24,Primed,-0.91,15,120,0,20,118.8,99,0.99
24,Primed,-0.91,15,120,0,20,166.1,100,1
25,Primed,-0.91,15,148,0,20,0,0,0
25,Primed,-0.91,15,148,0,20,23.8,0,0
25,Primed,-0.91,15,148,0,20,46,63,0.63
25,Primed,-0.91,15,148,0,20,69.7,100,1
25,Primed,-0.91,15,148,0,20,94.5,100,1
25,Primed,-0.91,15,148,0,20,118.8,100,1
25,Primed,-0.91,15,148,0,20,166.1,100,1
26,Primed,-1.42,10,24,0,20,0,0,0
26,Primed,-1.42,10,24,0,20,23.8,0,0
26,Primed,-1.42,10,24,0,20,46,0,0
26,Primed,-1.42,10,24,0,20,69.7,0,0
26,Primed,-1.42,10,24,0,20,94.5,1,0.01
26,Primed,-1.42,10,24,0,20,118.8,88,0.88
26,Primed,-1.42,10,24,0,20,166.1,98,0.98
27,Primed,-1.42,10,72,0,20,0,0,0
27,Primed,-1.42,10,72,0,20,23.8,0,0
27,Primed,-1.42,10,72,0,20,46,0,0
27,Primed,-1.42,10,72,0,20,69.7,0,0
27,Primed,-1.42,10,72,0,20,94.5,14,0.14
27,Primed,-1.42,10,72,0,20,118.8,97,0.97
27,Primed,-1.42,10,72,0,20,166.1,99,0.99
28,Primed,-1.42,10,120,0,20,0,0,0
28,Primed,-1.42,10,120,0,20,23.8,0,0
28,Primed,-1.42,10,120,0,20,46,0,0
28,Primed,-1.42,10,120,0,20,69.7,0,0
28,Primed,-1.42,10,120,0,20,94.5,17,0.17
28,Primed,-1.42,10,120,0,20,118.8,99,0.99
28,Primed,-1.42,10,120,0,20,166.1,100,1
29,Primed,-1.42,10,148,0,20,0,0,0
29,Primed,-1.42,10,148,0,20,23.8,0,0
29,Primed,-1.42,10,148,0,20,46,0,0
29,Primed,-1.42,10,148,0,20,69.7,0,0
29,Primed,-1.42,10,148,0,20,94.5,22,0.22
29,Primed,-1.42,10,148,0,20,118.8,95,0.95
29,Primed,-1.42,10,148,0,20,166.1,100,1
30,Primed,-1.42,12.5,24,0,20,0,0,0
30,Primed,-1.42,12.5,24,0,20,23.8,0,0
30,Primed,-1.42,12.5,24,0,20,46,0,0
30,Primed,-1.42,12.5,24,0,20,69.7,0,0
30,Primed,-1.42,12.5,24,0,20,94.5,24,0.24
30,Primed,-1.42,12.5,24,0,20,118.8,99,0.99
30,Primed,-1.42,12.5,24,0,20,166.1,99,0.99
31,Primed,-1.42,12.5,72,0,20,0,0,0
31,Primed,-1.42,12.5,72,0,20,23.8,0,0
31,Primed,-1.42,12.5,72,0,20,46,0,0
31,Primed,-1.42,12.5,72,0,20,69.7,0,0
31,Primed,-1.42,12.5,72,0,20,94.5,51,0.51
31,Primed,-1.42,12.5,72,0,20,118.8,93,0.93
31,Primed,-1.42,12.5,72,0,20,166.1,98,0.98
32,Primed,-1.42,12.5,120,0,20,0,0,0
32,Primed,-1.42,12.5,120,0,20,23.8,0,0
32,Primed,-1.42,12.5,120,0,20,46,0,0
32,Primed,-1.42,12.5,120,0,20,69.7,0,0
32,Primed,-1.42,12.5,120,0,20,94.5,52,0.52
32,Primed,-1.42,12.5,120,0,20,118.8,99,0.99
32,Primed,-1.42,12.5,120,0,20,166.1,100,1
33,Primed,-1.42,12.5,148,0,20,0,0,0
33,Primed,-1.42,12.5,148,0,20,23.8,0,0
33,Primed,-1.42,12.5,148,0,20,46,0,0
33,Primed,-1.42,12.5,148,0,20,69.7,1,0.01
33,Primed,-1.42,12.5,148,0,20,94.5,71,0.71
33,Primed,-1.42,12.5,148,0,20,118.8,98,0.98
33,Primed,-1.42,12.5,148,0,20,166.1,98,0.98
34,Primed,-1.42,15,24,0,20,0,0,0
34,Primed,-1.42,15,24,0,20,23.8,0,0
34,Primed,-1.42,15,24,0,20,46,0,0
34,Primed,-1.42,15,24,0,20,69.7,1,0.01
34,Primed,-1.42,15,24,0,20,94.5,76,0.76
34,Primed,-1.42,15,24,0,20,118.8,99,0.99
34,Primed,-1.42,15,24,0,20,166.1,100,1
35,Primed,-1.42,15,72,0,20,0,0,0
35,Primed,-1.42,15,72,0,20,23.8,0,0
35,Primed,-1.42,15,72,0,20,46,0,0
35,Primed,-1.42,15,72,0,20,69.7,4,0.04
35,Primed,-1.42,15,72,0,20,94.5,89,0.89
35,Primed,-1.42,15,72,0,20,118.8,98,0.98
35,Primed,-1.42,15,72,0,20,166.1,100,1
36,Primed,-1.42,15,120,0,20,0,0,0
36,Primed,-1.42,15,120,0,20,23.8,0,0
36,Primed,-1.42,15,120,0,20,46,0,0
36,Primed,-1.42,15,120,0,20,69.7,17,0.17
36,Primed,-1.42,15,120,0,20,94.5,96,0.96
36,Primed,-1.42,15,120,0,20,118.8,100,1
36,Primed,-1.42,15,120,0,20,166.1,100,1
37,Primed,-1.42,15,148,0,20,0,0,0
37,Primed,-1.42,15,148,0,20,23.8,0,0
37,Primed,-1.42,15,148,0,20,46,0,0
37,Primed,-1.42,15,148,0,20,69.7,35,0.35
37,Primed,-1.42,15,148,0,20,94.5,97,0.97
37,Primed,-1.42,15,148,0,20,118.8,99,0.99
37,Primed,-1.42,15,148,0,20,166.1,99,0.99
